270533623042670593	RT @amnestyitalia: #Guatemala: “Le ossa raccontano una storia” http://t.co/MxAZt9zJ #antropologia #giustizia @personedignita	Not labeled	Not related	0	it	GAU	5	5	0	128	15	3
271392582964236288	ALERTA #Sismo con Magnitud 1.4, 36km E en Lazy Mountain #Alaska	Not labeled	Not related	0	es	GAU	8	1	0	63	12	2
269125175759495168	RT @SanRomanMario: #Sismo de 6.38, epicentro en Guerrero	Not labeled	Not related	0	es	GAU	6	0	0	56	9	1
272146240656003073	RT@Lupita_Fans: EN VIVO! Red carpet de @lupita_film con @DulceMaria en @festivalicaro ~» http://t.co/TP5bRiqi #Guatemala	Not labeled	Not related	0	ro	GAU	0	0	0	121	17	1
268469396320686082	Únanse al fanpage del certamen #MissTeenUniverse #Guatemala http://t.co/PXwXYHd6 @TeenUniverseOfi	Not labeled	Not related	0	nl	GAU	5	1	1	98	12	2
266278547767828481	100 personas desaparecidas y 15 muertos por sismo en Guatemala, es ciertoo??! :O	Affected individuals	Related and informative	1	es	GAU	5	0	0	80	13	0
272490458779897856	flat skate sesh #skateboarding #skatelide #sky #sunset #Guatemala @guatephotos #xela . #life #weekend http://t.co/iJxhDSOT	Not labeled	Not related	0	en	GAU	17	2	0	122	16	8
266227876389584896	RT @CIMATCHILE: TERREMOTO : con magnitud de 7.5 con epicentro en la costa entre Chiapas y Guatemala. http://t.co/hPImPLUk	Other Useful Information	Related and informative	1	es	GAU	8	0	0	121	21	0
266248667562905600	RT @CNNEE: El presidente de #Guatemala dice que hay alerta de tsunami, viviendas totalmente destruidas y evalúan posibles muertes	Caution and advice	Related and informative	1	es	GAU	7	3	0	130	20	1
266282909848182784	Gente, o temblor da Guatemala e México foi forte? Chegando agora	Other Useful Information	Related - but not informative	1	pt	GAU	4	2	0	65	12	0
266594970272690176	Guatemala hunt for quake missing http://t.co/FLmS3eQC #Caribbean #LatAm	Other Useful Information	Related and informative	1	en	GAU	4	1	0	71	11	2
269938728120745984	#Venezuela envió a #Guatemala 50 toneladas de alimentos http://t.co/idWu9T5B	Not labeled	Not related	0	es	GAU	6	1	0	77	12	2
266140274156240896	Posibles fechas de #MägodeOz: 8 de Febrero en #Guatemala. 14 de Marzo en #Chile (mismo día que Turisas...). 23 de Marzo en #Argentina.	Not labeled	Not related	0	es	GAU	14	0	1	136	25	4
271938257703559168	#LatijnsAmerika - 8,3% van de latino's is ondervoed, zegt FAO. #Guatemala aan top met 30%. #Bolivia en #Paraguay volgen met rond 25%.	Not labeled	Not related	0	nl	GAU	10	4	1	133	23	4
269552113959452672	Nose si pasar Navidad en #SanMarcos :/	Not labeled	Not related	0	es	GAU	2	1	0	38	6	1
270569413042921473	Empezó a moverse la semana =) ... bueno, a un mes del pronosticado fin del mundo... es cosa de esperar! #sismo	Not labeled	Not related	0	es	GAU	8	2	0	111	19	1
267770407166300160	RT @NewEarthquake: Revised (6.2 -&gt; 6.5): 6.5 earthquake, 30km WSW of Champerico, Guatemala. Nov 11 16:15 at epicenter (49m ago, depth ...	Other Useful Information	Related and informative	1	en	GAU	11	1	0	140	25	0
266281894834995201	RT @NewEarthquake: 5.0 earthquake, 41km SW of Champerico, Guatemala. Nov 7 13:55 at epicenter (33m ago, depth 35km). http://t.co/rCMaHauj	Other Useful Information	Related and informative	1	en	GAU	11	1	0	137	24	0
267761129386807296	Amparalos y protegelos Señor, Amen. RT noticias24: ALERTA Un fuerte sismo de magnitud 6,2 sacude Guatemala (USGS)	Other Useful Information	Related and informative	1	es	GAU	10	1	0	114	19	0
266234029412605952	RT @TheWatchers_: Massive earthquake M 7.4 strikes Guatemala http://t.co/X19d1kuR	Other Useful Information	Related and informative	1	en	GAU	7	1	0	81	13	0
268954295637008385	RT @ActualidadRT: #Sismo de 6,3 grados estremece varias regiones de #Chile http://t.co/RCQ76GjN	Not labeled	Not related	0	es	GAU	8	1	0	95	16	2
266418142576791552	Guatemala Suffers a Major Quake - Wall Street Journal: Wall Street JournalGuatemala Suffers a Major QuakeWall St... http://t.co/Jh9LuP1o	Other Useful Information	Related and informative	1	en	GAU	14	1	0	136	20	0
268399024275591169	State Farm Insurance in #SanMarcos, #TX - http://t.co/x1tpEtfs	Not labeled	Not related	0	en	GAU	6	0	0	62	10	2
266682069155983361	Mañana a las 4:00 a pijear a Islas Salomon #Guatemala #FuerzaGuate #FuerzaSanMarcos @todosConGUATE	Not labeled	Not related	0	es	GAU	7	2	0	99	15	3
266289704603901953	BBC News - Strong earthquake off Guatemala http://t.co/LD7mbN6x	Other Useful Information	Related and informative	1	en	GAU	5	0	0	63	10	0
266241893736804352	RT @BrujoBarbujo: Que feo, miren como quedo en SAN MARCOS, GUATEMALA después del sismo de 7.5 en la escala de Richter :( http://t.co/MSI ...	Other Useful Information	Related and informative	1	es	GAU	9	2	0	141	27	0
266252304016101376	#TemblorGt en el peor momento, cabal cuando me estaba bañando O.O	Other Useful Information	Related - but not informative	1	es	GAU	2	1	1	66	13	1
266627224445263873	Suman 52 los muertos y 1.2 millones de afectados por terremoto en Guatemala | Siempre! http://t.co/iFj1SbBb	Affected individuals	Related and informative	1	es	GAU	6	2	0	107	19	0
268229540847943680	RT @wikisismos: AHORA - #Sismo de M 5.1, 132km S of Masset, Canada http://t.co/r5Wva20j #jishin #quake	Not labeled	Not applicable	0	pt	GAU	12	2	0	102	19	3
266895374684409857	RT @gnava72: AMIGOS HOY TENEMOS que ayudar a los hermanos que sufrieron el terremoto en GUATEMALA apolla a los centros de acopio en tu c ...	Donations and volunteering	Related - but not informative	1	es	GAU	10	3	1	140	25	0
266224659341639680	RT @CajaVacia_: Tranquilos, no se preocupen por el temblor... es Goku entrenando para su regreso en el 2013. #TemblorGT http://t.co/NwGGAs7E	Not applicable	Related - but not informative	1	es	GAU	8	3	1	140	23	1
266222126007197696	Strong tremor felt in Guatemala City, El Salvador: GUATEMALA CITY (Reuters) - A strong earthquake shook building... http://t.co/UMauuZrS	Other Useful Information	Related and informative	1	en	GAU	9	3	0	136	20	0
267337580184494080	@Felipe_Pelaez venga a darse una vuelta por #Guatemala hermano...	Not labeled	Not related	0	es	GAU	4	1	0	65	9	1
266280611365408768	RT @RodriguezPancho: Mucha Fuerza para  #Guatemala #ElSalvador #México	Not labeled	Not related	0	es	GAU	9	0	0	71	9	3
266379798258016257	RT @prensa_libre: #BVoluntarios reportan incendio a inmediaciones del Hospital de #SanMarcos.	Not labeled	Not related	0	es	GAU	7	1	0	93	11	2
266357065121943552	RT @SinEmbargoMX: La OEA envía sus condolencias a Guatemala por víctimas del terremoto http://t.co/ADiltif3	Sympathy and support	Related and informative	1	es	GAU	6	2	0	109	19	0
272523086270693376	#Guatemala Italy: More than 350 African migrants intercepted off Italy http://t.co/XEp5LOWG #crisismanagement	Not labeled	Not related	0	en	GAU	7	1	0	109	15	2
266236386632417281	RT @radioyskl: Reporta La Red de Guatemala Fue afectada la ciudad de San Marcos por el fuerte sismo http://t.co/JjG43Zaj  http://t.co/l ...	Other Useful Information	Related and informative	1	es	GAU	10	1	0	139	26	0
271031843422351360	@ASOT600CA: Quienes iran a Steve Aoki y Emma hewitt? #guatemala \©/	Not labeled	Not related	0	es	GAU	7	1	1	68	10	1
266256703832588288	RT @24HorasTVN: Impactantes imágenes de destrozos tras #sismo 7,4 #Richter en #Guatemala. FOTOS: http://t.co/NJMaSxuQ	Other Useful Information	Related and informative	1	es	GAU	10	0	0	118	19	3
268266719179583488	#Temblor♨ M 4.4, 1km WSW of Delianuova, Italy http://t.co/fsku8L1q #Earthquake #Sismo	Not labeled	Not related	0	en	GAU	9	1	0	87	15	3
265845007729192960	La agrupación guatemalteca el @Tambordlatribu anunció presentaciones en Estados Unidos y México #Guatemala	Not labeled	Not related	0	es	GAU	7	1	1	109	15	1
266224785179168768	RT @EJerezESPN: Me dicen que el temblor también se sintió en Guatemala y Honduras. #Solidaridad con todos.	Sympathy and support	Related and informative	1	es	GAU	6	2	4	108	18	1
266515446243684352	Al menos 48 muertos por fuerte sismo en Guatemala: El gobierno de Guatemala declaró la alerta roja tras el sismo... http://t.co/0ZUApj2q	Affected individuals	Related and informative	1	es	GAU	7	2	0	137	24	0
266270557606125569	#TopStories:  Strong quake off Guatemala kills 8, felt in Mexico City - Reuters http://t.co/a6keYjdo #MixAlotDjz	Affected individuals	Related and informative	1	en	GAU	7	2	0	112	17	2
267760181482500097	RT @CNNMex: ÚLTIMA HORA: Un sismo de 6.2 grados Richter cimbra Guatemala  http://t.co/X157c5p3	Caution and advice	Related and informative	1	pt	GAU	5	3	0	95	17	0
272572008645132288	#Sismo 4,1 . 4km al O de Valparaiso.	Not labeled	Not related	0	pt	GAU	3	1	0	36	8	1
266859278499995648	DEPORTES: goool  salomónico! amplían el marcador. #Guatemala 2-3 #IslasSalomón. Restan 11:10 por jugar. Segundo tiempo. @MLorenzo_td	Not labeled	Not related	0	es	GAU	7	4	0	135	21	2
265889370882580480	Se pudrió todo @cobreloa @hmarambi Palos es baja contra #sanmarcos y @Juegoypasion dice que Contreras se lesionó y jugará Acevedo. #cobreloa	Not labeled	Not related	0	es	GAU	8	4	3	143	21	2
266226622305288193	El sismo de 7.5 Grados que ocurrió en Guatemala ha Producido daños materiales casas desplomadas según los Medios. #Caracas #Maracaibo #Peru	Infrastructure and utilities	Related and informative	1	es	GAU	13	1	1	142	24	3
267841609691967488	#Sismo M 4.7, offshore Guatemala: November 12, 2012 03:31:17 GMT http://t.co/d9fLZf2J	Other Useful Information	Related and informative	1	en	GAU	6	0	0	85	17	1
272511417746350080	#ClimaGT A las 19 hrs. en la Ciudad de #Guatemala se registra una temperatura de 14 grados. Se aprecian algunas nubes y viento a 7.2 m/s	Not labeled	Not related	0	es	GAU	10	2	2	136	28	2
266366972067987458	RT @Radio13Noticias: Expresa El Salvador condolencias por víctimas de sismo en Guatemala http://t.co/UxwJOkag	Sympathy and support	Related - but not informative	1	es	GAU	6	2	0	110	17	0
269888128041508864	The Maya http://t.co/94utuStG Not only in #Mexico but in Central America: #ElSalvador #Honduras #Guatemala	Not labeled	Not related	0	en	GAU	10	1	0	106	17	4
265818847867707392	#Guatemala : La plus ancienne tombe #Maya a été découverte http://t.co/LhOS8uD8	Not labeled	Not related	0	fr	GAU	3	1	0	82	14	2
266928174141693952	#Temblor♨ M 5.3, 27km NW of Labuhankananga, Indonesia http://t.co/chbjixqa #Earthquake #Sismo	Not labeled	Not related	0	id	GAU	0	0	0	95	15	3
267409659294523392	61 km al SE de Copiapó http://t.co/t93IxCUV #Terremoto #Temblor  #sismos #chile #sismo	Not labeled	Not related	0	es	GAU	10	1	1	87	15	5
266363352387829761	RT @AristeguiOnline: Destacamos. 39 muertos y 155 heridos deja sismo de 7.2 grados en Guatemala http://t.co/uendh2wR	Affected individuals	Related and informative	1	es	GAU	8	1	0	116	20	0
268438199112708097	RT @CIVgt: Ministro de Comunicaciones @ASinibaldi coordina trabajos de limpieza y demolición en #SanMarcos. @ottoperezmolina http://t.co ...	Infrastructure and utilities	Related and informative	1	es	GAU	7	1	0	141	19	1
266223845659250689	Un sismo de 7,5 grados en la escala de Richter se registró en Guatemala. El movimiento sísmico también se sintió en México.	Caution and advice	Related and informative	1	es	GAU	7	2	2	128	26	0
267455549178777601	@CNNEE: Un #sismo de magnitud 6,6 sacude #Myanmar http://t.co/k5WAh7UQ	Not labeled	Not related	0	es	GAU	6	1	0	70	13	2
268507824559116289	sonora969, @sonora969 es ahora una tendencia en #Guatemala http://t.co/1bWleUdG	Not labeled	Not related	0	es	GAU	5	0	0	79	12	1
267031949623820288	RT @PinchaPasion: #EDLP Justo Villar NO fue convocado por Peluffo para el amistoso de #Paraguay vs #Guatemala del 14 de noviembre	Not labeled	Not related	0	es	GAU	13	1	0	129	21	3
266230682383167489	Quake hits Central America, Mexico: A 7.4-magnitude earthquake hit Wednesday off the coast of Guatemala, near it... http://t.co/Phe4LCpw	Other Useful Information	Related and informative	1	en	GAU	8	2	1	136	23	0
269600973389983745	RT @EmisorasUnidas: #TitularesEU: Para el lunes se anuncia otra demanda contra cinco comercios de #SanMarcos que también incurrieron en  ...	Not labeled	Not related	0	es	GAU	7	2	2	141	20	2
266320566313701376	Forte terremoto na Guatemala deixa 39 mortos http://t.co/US6lYF96	Affected individuals	Related and informative	1	pt	GAU	1	2	0	65	11	0
266226160919257088	RT @JelipeCalderron: Ese #temblor destruyo toda #Guatemala, se ve toda madrea… ah, ¿ya estaba así de culera antes del temblor?	Infrastructure and utilities	Related - but not informative	1	es	GAU	7	3	2	130	20	2
266287267713253376	#WorldNews! 15 feared dead and 100 people could be #missing in #Guatemala after #quake http://t.co/uHNST8Dz	Affected individuals	Related and informative	1	en	GAU	4	5	0	107	18	4
266237602980564993	RT @pentarojo: Medios internacionales manejan como Terremoto el sismo ocurrido en Guatemala !	Donations and volunteering	Related and informative	1	es	GAU	5	1	0	93	12	0
266853435842895873	RT @Claire_Pain: #Témoignage exceptionnel, celui d’#Alma, ex-marera d’un des #gangs les plus violents du #Guatemala. A voir sur http://t ...	Not labeled	Not related	0	fr	GAU	8	3	1	145	24	3
271315130946580480	@SelAca10 Muy linda te vistes como siempre Saludos &amp; muchos abrazos :* #Guatemala	Not labeled	Not related	0	es	GAU	6	3	1	85	12	1
266228090299101186	#SabiasQue los #seguros cubren los daños a tu #auto por #SISMO aún con cobertura limitada  @Foro_TV @TapiaFernanda @marthadebayle @POLICIADF	Not labeled	Not related	0	es	GAU	7	2	0	142	21	4
266249103762153472	RT @humbertosilvab: Graves daños en #Guatemala producto de fuerte #Sismo  http://t.co/ZQVE3Jho  Vía @maxjimenezc @terceracoquimbo @CB_Co ...	Infrastructure and utilities	Related and informative	1	es	GAU	9	1	0	142	20	2
269787141771501569	#Sismo #Earthquake M 4.6, 103km NNW of Dobo, Indonesia: Saturday, November 17, 2012 12:22:1... http://t.co/CCQLdJVT http://t.co/NlruPi7O	Not labeled	Not related	0	en	GAU	10	0	0	136	25	2
269440893600268288	RT“@SectyEC: #earthquake Hora UTC: 2012/11/16 12:38:12.1 UTC mag: 3.3, Lat: -22.592, Lon: -69.168, Loc: 27 km al SO de Calama #chile #sismo”	Not labeled	Not related	0	en	GAU	13	1	0	144	31	3
266399381467590656	RT @lnfoNarco: Video: Narcos le da miedo Temblor en Mexico y Guatemala de 7.3 ? http://t.co/L1uSKJeS	Other Useful Information	Related and informative	1	es	GAU	9	1	1	100	19	0
266229025624715264	RT @El_Universal_Mx: #SISMO Pegan dos temblores al #DF; no hay afectaciones: #GDF.  http://t.co/8PyEMTRy	Not labeled	Not related	0	es	GAU	9	2	0	104	16	3
266647910781956097	@grapegrind Do you sell #rum from #Guatemala?	Not labeled	Not related	0	en	GAU	3	2	1	45	7	2
266445707572039680	I miss #Guatemala and I'm thinking and praying for it.	Not labeled	Not related	0	en	GAU	2	4	3	54	11	1
266677048607657985	RT @frisianpride_en: Good luck to our Guatemalan followers #SanMarcos #StayStrong	Sympathy and support	Related - but not informative	1	en	GAU	8	0	0	81	10	2
266339583296430081	RT @JoseCardenas1: el temblor de Chiapas... fue terremoto para Guatemala... hay 39 muertos y cientos de personas atrapadas entre los esc ...	Affected individuals	Related and informative	1	es	GAU	7	0	1	140	21	0
266222247642005504	Sismo en Guatemala, ¿Esta bien toda mi gente de esa zona?	Sympathy and support	Related - but not informative	1	es	GAU	4	0	0	58	11	0
269529070457458688	Fotos De #Guatemala Lapidas y esfuerzos: ChinoEstrada posted a photo:   http://t.co/3gny0otZ	Not labeled	Not related	0	es	GAU	8	0	0	92	14	1
266938529899216896	@futbolgrande780: Ever Almeida Se confirmó el amistoso ante Paraguay #Guatemala que vergüenza me da la selección	Not labeled	Not related	0	es	GAU	7	2	2	115	18	1
266273296520192000	Bomberos de San Marcos (sur-occidente) reportan alrededor de 15 fallecidos y más de 100 personas desaparecidas por terremoto en Guatemala	Affected individuals	Related and informative	1	es	GAU	7	1	0	138	22	0
271051812520468480	¡Me fascina ese lugar! RT @CNNEE #Tikal, una metrópoli que preserva las maravillas del mundo #maya http://t.co/x3nLfVLV  #Guatemala	Not labeled	Not related	0	es	GAU	11	2	2	133	22	3
271087602533269504	Felicidades a el equipo de baloncesto de #SanMarcos por su cuarta corona consecutiva	Not labeled	Not related	0	es	GAU	5	0	0	84	13	1
268025685120008194	#Guatemala: 50% #Descuento en el Test de Embarazo * Durante todo el mes de Noviembre! * Hasta agotar existencias http://t.co/FDDEtciL	Not labeled	Not related	0	es	GAU	9	1	0	133	21	2
266311842144583680	RT @businessinsider: 7.4 Magnitude Earthquake Rocks Guatemala, Killing 39 by @microbelover http://t.co/9khxNYL1	Affected individuals	Related and informative	1	en	GAU	8	1	0	111	16	0
266220087562878977	RT @axl90: La Tierra está surfeando #TemblorGt	Not labeled	Not related	0	es	GAU	3	1	0	47	7	1
266251247059861504	RT @FUNVISIS: #Sismo:2012/11/07 14:0 (HLV), Mag. 4.7 Mw, a 41 Km al suroeste de Coro (11.275 N,-70.016 W), prof. 5.0 Km	Other Useful Information	Related and informative	1	en	GAU	13	0	0	119	30	1
267767005585735682	USGS: 6.2 earthquake strikes off Guatemala's coast: A 6.2-magnitude earthquake has shaken Guatemala's Pacific co... http://t.co/pvexKk1b	Other Useful Information	Related and informative	1	en	GAU	9	3	0	136	24	0
266276324799295488	RT @eltukam: Ánimo y calma Guatemala, España os apoya #TerremotoGT #temblorgt	Sympathy and support	Related - but not informative	1	es	GAU	9	1	1	79	12	2
266464351253323777	RT @rtve: El terremoto de Guatemala, de magnitud 7,2 en la escala Richter, causa al menos 48 muertos y más de 100 heridos http://t.co/p4 ...	Affected individuals	Related and informative	1	es	GAU	9	0	0	141	29	0
266248487182688256	RT @PuchikaMucha: Pute O.o RT “@el_Periodico: Usuarios reportan más daños materiales en San Marcos. (Foto: Dixon Vasquez) | #TemblorGt h ...	Infrastructure and utilities	Related and informative	1	es	GAU	14	1	0	144	22	1
268312260911452160	RT @solosismos: Aviso #Sismo con Magnitud 1.8, 4km W en Cobb, California	Not labeled	Not related	0	es	GAU	9	1	0	72	13	1
270599851107024896	#Sismo #Mundo #USGS M 2.7, Central California: Monday, November 19, 2012 18:07:40 UTCMonday, November 19, 2012 1... http://t.co/LDOZcWnE	Not labeled	Not related	0	en	GAU	11	0	0	136	24	3
266247610564751360	RT @abelrera: En donde estuvo más fuerte el temblor? En chiapas o guatemala? @TapaRecomienda @SoloenChiapas	Not applicable	Related - but not informative	1	es	GAU	5	2	1	108	16	0
269204477448433664	Ficha #EU a dos socios de “El Chapo” Guzmán en #Guatemala http://t.co/amuLmaxv vía  Están por cumplirse 12 años de su fuga. @fuentes_sarah	Not labeled	Not related	0	es	GAU	15	0	0	146	29	2
268702142435581953	Blogging the Earthquake's Aftermath from Huitán, #Guatemala http://t.co/YPswfUux via @globalvoices	Not labeled	Not related	0	en	GAU	7	1	0	99	15	1
271386316657283072	RT @QuakeAlarm_RM: 19:52 hrs. Se activa Quake Alarm (Detector de #Sismo) ubicado en #SantiagoCentro #RegiónMetropolitana @reddeemergencia	Not labeled	Not applicable	0	es	GAU	12	0	1	138	18	3
268020341559939072	#Sismo Frente a El Salvador #Hoy:12/11/12 09:12 Lat:12.23N Long:89.46W Prof(km):13.1 Richter:3.5ML #Ineter http://t.co/oD3LwkmQ	Not labeled	Not related	0	es	GAU	13	0	0	127	29	3
271360727187611648	RT @LAVOZ__: #SISMO: #Calama: [Preliminar] 4.2 a 44km al NE de Maria Elena, a 105km de profundidad.	Not labeled	Not related	0	pt	GAU	9	2	0	99	18	2
266228845265448960	RT @Osirisdleon: La prensa piensa en tsunami en las costas de Guatemala y México, pero un sismo de 7.4 a 26 millas de profundidad no pro ...	Other Useful Information	Related and informative	1	es	GAU	9	2	0	141	28	0
266242367718297601	RT @lanacioncom: Fuerte terremoto de 7,5 grados sacudió El Salvador, Guatemala y México http://t.co/PNcq8bxW	Other Useful Information	Related and informative	1	es	GAU	6	1	0	110	19	0
266310806143127553	RT @wikinoticias: [Sismo] Hay al menos 39 fallecidos en Guatemala. Autoridades indican que el número se podría incrementar.	Affected individuals	Related and informative	1	es	GAU	7	2	1	125	20	0
266292938416455680	#Guatemala http://t.co/RHln28Cm	Not labeled	Not related	0	id	GAU	0	0	0	31	5	1
265911617491959808	RT @FUNVISIS: #Sismo:2012/11/06 14:24 (HLV), Mag. 3.1 Mw, a 28 Km al suroeste de San Cristobal (7.536 N,-72.322 W), prof. 16.6 Km	Caution and advice	Related and informative	1	en	GAU	15	0	0	129	31	1
267969263313231872	Guatemala sofre novo terremoto, depois de uma série de réplicas http://t.co/fr8cXgj1	Other Useful Information	Related and informative	1	pt	GAU	5	1	0	86	16	0
266308851631001600	Ese terremoto en Guatemala -.- para pelos	Other Useful Information	Related - but not informative	1	es	GAU	3	0	0	41	6	0
266271690080796672	RT @TelemundoNews: Presidente de #Guatemala informa que ya hay más de 2 mil miembros del ejército en San Marcos ayudando a damnificados  ...	Caution and advice	Related and informative	1	es	GAU	8	2	0	142	24	1
266223724020244481	RT @laradiodelsur: Sismo 7.5 afecta a Guatemala - México	Other Useful Information	Related and informative	1	es	GAU	4	1	0	57	10	0
265785591206133761	Con todo mi #guatemala	Not labeled	Not related	0	es	GAU	2	0	1	22	4	1
271054593356623872	RT @CNNEE: #Tikal, una metrópoli que preserva las maravillas del mundo #maya http://t.co/I32OfM5Y #Guatemala	Not labeled	Not related	0	es	GAU	9	1	1	109	18	3
267039121883676672	#Sismo #Earthquake M 4.6, 30km ESE of Ichinoseki, Japan: Friday, November 09, 2012 22:35:17... http://t.co/Vlsq3kjw http://t.co/NlruPi7O	Not labeled	Not related	0	en	GAU	10	0	0	136	25	2
267638823457001474	Gracias por los 100 retuits en esta ilustración, https://t.co/lOnIW6sV  todo fue posible x uds... Dios bendiga a #SanMarcos	Not applicable	Related - but not informative	1	es	GAU	6	1	1	124	22	1
266221773652127744	RT @adnradiochile: Según la USGS un sismo de 7,5 Richter sacudió Centroamérica frente a Guatemala. El Sismológico de México lo cifró en  ...	Caution and advice	Related and informative	1	es	GAU	9	2	1	146	27	0
266228765569458176	RT @thecliniccl: Actualizado: Terremoto de 7.5 grados sacude México y Guatemala - http://t.co/A1eivW6t	Other Useful Information	Related and informative	1	es	GAU	6	1	0	103	17	0
268883579638001664	International Friendly - #Paraguay 3-1 #Guatemala. Goles: 37' Luis Caballero, 59' P. Aguilar (P), 87' M. Lopez (G), 90' P. Aguilar (P)	Not labeled	Not related	0	en	GAU	16	0	0	134	22	2
266371501920505857	Van 48 muertos por terremoto en Guatemala http://t.co/nAGG3SUi vía @ejeCentral	Affected individuals	Related and informative	1	es	GAU	4	2	0	79	14	0
266863233732857857	Guatemala faz levantamento de vítimas e danos do terremoto http://t.co/1kHXtjHz	Other Useful Information	Related and informative	1	pt	GAU	5	1	0	80	14	0
266221106778763265	RT @SismologicoMEX: #SISMO RECUERDE: NO grite, NO corra, NO empuje, y diríjase a una zona segura. #OAXACA  #MEXICO #EDOMEX #DF #CHIAPAS	Caution and advice	Related - but not informative	1	es	GAU	13	5	0	136	22	6
267756591141502976	RT @NewEarthquake: Revised (6.6 -&gt; 6.2): 6.2 earthquake, 24km WSW of Champerico, Guatemala. Nov 11 16:15 at epicenter (14m ago, depth ...	Other Useful Information	Related and informative	1	en	GAU	11	1	0	140	25	0
271038537544110080	#Guatemala, segundo país del mundo con más femicidios : ONU http://t.co/MolnK7xK y el Estado de México el 1ro en el país #Noticias #Campeche	Not labeled	Not related	0	es	GAU	14	0	0	144	29	3
268805125198475265	RT @tiempoclima: #SISMO 6.0 Mw - COQUIMBO, CHILE en Zona central 14/11/2012 20:02 GMT http://t.co/2TNRvVkt	Not labeled	Not related	0	es	GAU	10	0	1	106	21	1
266336492060827648	Wall Street Journal Quake Kills at Least 30 in Guatemala Wall Street Journal The magnitude-7… http://t.co/dhPrO1zF	Affected individuals	Related and informative	1	en	GAU	10	1	0	116	20	0
266487738675654658	05:30 #trendNews #huila #obama #judicial #tico #nacional #guatemala #paro #electoral #mart #candidato ... http://t.co/SRBDKqM3	Not labeled	Not related	0	es	GAU	15	1	0	126	17	11
268311854059778048	RT @solosismos: Aviso #Sismo con Magnitud 1.0, 46km NW en Cape Yakataga, Alaska	Not labeled	Not related	0	es	GAU	10	1	0	79	14	1
266377835327934464	Al menos 48 muertos por fuerte sismo en Guatemala http://t.co/ri5QZOVz	Affected individuals	Related and informative	1	es	GAU	4	0	0	70	13	0
